5,3.466890
10,4.042584
15,5.156286
20,5.667740
25,7.915784
30,8.775034
35,11.694255
40,11.510811
45,13.073321
50,13.895026
55,16.936820
60,16.936370
65,17.651556
70,19.673262
75,20.589920
80,23.525846
85,24.098621
90,25.829174
95,26.917838
