5,3.866692
10,7.463405
15,11.005829
20,14.574018
25,17.947657
30,21.506345
35,24.873401
40,28.589696
45,32.299394
50,35.658046
55,38.894317
60,42.936847
65,46.269478
70,49.689960
75,53.691768
80,69.430743
85,62.663211
90,65.539452
95,69.811156
